tillers_per_plant,6000000267
SIPI,6000000032
AntGitelson,6000000034
chlorophyll_index,6000000280
IPVI,6000000133
LAI,6000000134
MSR,6000000136
NLI,6000000137
MNLI,6000000138
SAVI,6000000139
TDVI,6000000140
VARI,6000000141
RENDVI,6000000142
mRESR,6000000143
mRENDVI,6000000144
VOG1,6000000145
VOG2,6000000146
VOG3,6000000147
MCARI,6000000148
MCARI1,6000000149
MCARI2,6000000150
MTVI,6000000151
MTVI2,6000000152
GMI1,6000000153
GMI2,6000000154
Lic1,6000000155
Lic2,6000000156
Lic3,6000000157
NDNI,6000000159
leaf_angle,6000000253
NRI1510,6000000160
NRI850,6000000161
NDLI,6000000162
CAI,6000000163
PSRI,6000000164
CRI1,6000000165
CRI2,6000000166
ARI1,6000000167
ARI2,6000000168
SRPI,6000000169
NPQI,6000000170
NPCI,6000000171
WBI,6000000172
NDWI,6000000173
MSI,6000000174
NDII,6000000175
NMDI,6000000176
HI,6000000177
CLSI,6000000178
SBRI,6000000179
PMI,6000000180
Crt1,6000000186
Crt2,6000000187
BIG2,6000000188
LSI,6000000189
BRI,6000000190
G,6000000191
coleoptile_color,6000000194
absorbance_850,6000000297
DGCI,6000000259
ivtd,6000000011
aboveground_fresh_biomass_per_plot,6000000257
PRI,6000000258
stand_count,6000000260
planter_seed_drop,6000000250
lodging_percent,6000000053
canopy_cover,6000000012
adf,6000000009
Sugar_content,6000000255
stem_width,6000000254
categorical_maturity_stage_at_harvest,6000000252
grain_protein_content,6000000248
grain_stage_at_harvest,6000000242
grain_starch_content,6000000249
grain_moisture_content,6000000247
grain_ash_content,6000000243
aboveground_fresh_biomass,6000000193
grain_fat_content,6000000245
grain_fiber_content,6000000246
leaf_attachment_angle,6000000192
roll,6000000321
PhiNO,6000000289
PhiNPQ,6000000290
absorbance_530,6000000293
absorbance_605,6000000294
absorbance_730,6000000296
absorbance_880,6000000298
absorbance_940,6000000299
Fs,6000000302
NPQt,6000000305
qL,6000000306
qP,6000000307
RFd,6000000308
SPAD_530,6000000310
SPAD_605,6000000311
SPAD_730,6000000313
leaf_thickness,6000000316
ambient_humidity,6000000317
leaf_angle_clamp_position,6000000319
pitch,6000000320
proximal_air_temperature,6000000322
FvP/FmP,6000000303
gH+,6000000285
ECSt,6000000284
leaf_temperature_differential,6000000287
Phi2,6000000288
relative_chlorophyll,6000000291
absorbance_420,6000000292
FmPrime,6000000300
FoPrime,6000000301
SPAD_420,6000000309
SPAD_650,6000000312
SPAD_850,6000000314
SPAD_880,6000000315
light_intensity_PAR,6000000318
vH+,6000000286
surface_temperature,6000000198
irrigation_transport,6000000323
LEF,6000000304
