id,site_id,sitename,specie_id,cultivar_id,treatment_id,date,mean,variable_id
6001957459,6000005486,MAC Field Scanner Season 4 Range 6 Column 7,2588,6000000943,6000000024,6/5/17 5:00,0,6000000270
6001957460,6000005483,MAC Field Scanner Season 4 Range 6 Column 8,2588,6000000805,6000000024,6/5/17 5:00,0,6000000270
6001957461,6000005480,MAC Field Scanner Season 4 Range 6 Column 9,2588,6000000959,6000000024,6/5/17 5:00,0,6000000270
6001957462,6000005248,MAC Field Scanner Season 4 Range 6 Column 10,2588,6000000892,6000000024,6/5/17 5:00,0,6000000270
6001957463,6000005477,MAC Field Scanner Season 4 Range 6 Column 11,2588,6000000883,6000000024,6/5/17 5:00,0,6000000270
6001957464,6000005474,MAC Field Scanner Season 4 Range 6 Column 12,2588,6000000579,6000000024,6/5/17 5:00,0,6000000270
6001957465,6000005471,MAC Field Scanner Season 4 Range 6 Column 13,2588,6000001009,6000000024,6/5/17 5:00,0,6000000270
6001957466,6000005468,MAC Field Scanner Season 4 Range 6 Column 14,2588,6000000474,6000000024,6/5/17 5:00,0,6000000270
6001957467,6000005465,MAC Field Scanner Season 4 Range 6 Column 15,2588,6000000473,6000000024,6/5/17 5:00,0,6000000270
6001957468,6000005250,MAC Field Scanner Season 4 Range 7 Column 2,2588,6000000553,6000000024,6/5/17 5:00,0,6000000270
6001957469,6000005503,MAC Field Scanner Season 4 Range 7 Column 3,2588,6000000952,6000000024,6/5/17 5:00,0,6000000270
6001957470,6000005506,MAC Field Scanner Season 4 Range 7 Column 4,2588,6000000810,6000000024,6/5/17 5:00,0,6000000270
6001957471,6000005509,MAC Field Scanner Season 4 Range 7 Column 5,2588,6000000803,6000000024,6/5/17 5:00,0,6000000270
6001957472,6000005512,MAC Field Scanner Season 4 Range 7 Column 6,2588,6000001011,6000000024,6/5/17 5:00,0,6000000270
6001957473,6000005515,MAC Field Scanner Season 4 Range 7 Column 7,2588,6000000705,6000000024,6/5/17 5:00,0,6000000270
6001957474,6000005518,MAC Field Scanner Season 4 Range 7 Column 8,2588,6000000469,6000000024,6/5/17 5:00,0,6000000270
6001957475,6000005521,MAC Field Scanner Season 4 Range 7 Column 9,2588,6000000879,6000000024,6/5/17 5:00,0,6000000270
6001957476,6000005524,MAC Field Scanner Season 4 Range 7 Column 10,2588,6000000918,6000000024,6/5/17 5:00,0,6000000270
6001957477,6000005527,MAC Field Scanner Season 4 Range 7 Column 11,2588,6000000988,6000000024,6/5/17 5:00,0,6000000270
6001957478,6000005530,MAC Field Scanner Season 4 Range 7 Column 12,2588,6000000857,6000000024,6/5/17 5:00,0,6000000270
6001957479,6000005533,MAC Field Scanner Season 4 Range 7 Column 13,2588,6000000877,6000000024,6/5/17 5:00,0,6000000270
6001957480,6000005536,MAC Field Scanner Season 4 Range 7 Column 14,2588,6000000910,6000000024,6/5/17 5:00,0,6000000270
6001957481,6000005539,MAC Field Scanner Season 4 Range 7 Column 15,2588,6000000571,6000000024,6/5/17 5:00,0,6000000270
6001957482,6000005580,MAC Field Scanner Season 4 Range 8 Column 2,2588,6000000726,6000000024,6/5/17 5:00,0,6000000270
6001957483,6000005251,MAC Field Scanner Season 4 Range 8 Column 3,2588,6000000223,6000000024,6/5/17 5:00,0,6000000270
6001957484,6000005577,MAC Field Scanner Season 4 Range 8 Column 4,2588,6000000796,6000000024,6/5/17 5:00,0,6000000270
6001957485,6000005574,MAC Field Scanner Season 4 Range 8 Column 5,2588,6000000708,6000000024,6/5/17 5:00,0,6000000270
6001957486,6000005571,MAC Field Scanner Season 4 Range 8 Column 6,2588,6000000885,6000000024,6/5/17 5:00,0,6000000270
6001957487,6000005568,MAC Field Scanner Season 4 Range 8 Column 7,2588,6000000822,6000000024,6/5/17 5:00,0,6000000270
6001957488,6000005565,MAC Field Scanner Season 4 Range 8 Column 8,2588,6000000961,6000000024,6/5/17 5:00,0,6000000270
6001957489,6000005562,MAC Field Scanner Season 4 Range 8 Column 9,2588,6000000577,6000000024,6/5/17 5:00,0,6000000270
6001957490,6000005559,MAC Field Scanner Season 4 Range 8 Column 10,2588,6000000850,6000000024,6/5/17 5:00,0,6000000270
6001957491,6000005556,MAC Field Scanner Season 4 Range 8 Column 11,2588,6000000824,6000000024,6/5/17 5:00,0,6000000270
6001957492,6000005553,MAC Field Scanner Season 4 Range 8 Column 12,2588,6000000815,6000000024,6/5/17 5:00,0,6000000270
6001957493,6000005550,MAC Field Scanner Season 4 Range 8 Column 13,2588,6000000698,6000000024,6/5/17 5:00,0,6000000270
6001957494,6000005547,MAC Field Scanner Season 4 Range 8 Column 14,2588,6000000856,6000000024,6/5/17 5:00,0,6000000270
6001957495,6000005544,MAC Field Scanner Season 4 Range 8 Column 15,2588,6000000716,6000000024,6/5/17 5:00,0,6000000270
6001957496,6000005585,MAC Field Scanner Season 4 Range 9 Column 2,2588,6000000916,6000000024,6/5/17 5:00,0,6000000270
6001957497,6000005588,MAC Field Scanner Season 4 Range 9 Column 3,2588,6000000935,6000000024,6/5/17 5:00,0,6000000270
6001957498,6000005591,MAC Field Scanner Season 4 Range 9 Column 4,2588,6000000855,6000000024,6/5/17 5:00,0,6000000270
6001957499,6000005252,MAC Field Scanner Season 4 Range 9 Column 5,2588,6000000931,6000000024,6/5/17 5:00,0,6000000270
6001957500,6000005594,MAC Field Scanner Season 4 Range 9 Column 6,2588,6000000564,6000000024,6/5/17 5:00,0,6000000270
6001957501,6000005253,MAC Field Scanner Season 4 Range 9 Column 7,2588,6000000982,6000000024,6/5/17 5:00,0,6000000270
6001957502,6000005597,MAC Field Scanner Season 4 Range 9 Column 8,2588,6000000906,6000000024,6/5/17 5:00,0,6000000270
6001957503,6000005600,MAC Field Scanner Season 4 Range 9 Column 9,2588,6000001010,6000000024,6/5/17 5:00,0,6000000270
6001957504,6000005254,MAC Field Scanner Season 4 Range 9 Column 10,2588,6000000560,6000000024,6/5/17 5:00,0,6000000270
6001957505,6000005603,MAC Field Scanner Season 4 Range 9 Column 11,2588,6000000968,6000000024,6/5/17 5:00,0,6000000270
6001957506,6000005606,MAC Field Scanner Season 4 Range 9 Column 12,2588,6000000751,6000000024,6/5/17 5:00,0,6000000270
6001957507,6000005609,MAC Field Scanner Season 4 Range 9 Column 13,2588,6000000756,6000000024,6/5/17 5:00,0,6000000270
6001957508,6000005612,MAC Field Scanner Season 4 Range 9 Column 14,2588,6000000417,6000000024,6/5/17 5:00,0,6000000270
6001957509,6000005615,MAC Field Scanner Season 4 Range 9 Column 15,2588,6000000933,6000000024,6/5/17 5:00,0,6000000270
6001957510,6000005659,MAC Field Scanner Season 4 Range 10 Column 2,2588,6000000993,6000000024,6/5/17 5:00,0,6000000270
6001957511,6000005656,MAC Field Scanner Season 4 Range 10 Column 3,2588,6000000725,6000000024,6/5/17 5:00,0,6000000270
6001957512,6000005653,MAC Field Scanner Season 4 Range 10 Column 4,2588,6000000550,6000000024,6/5/17 5:00,0,6000000270
6001957513,6000005650,MAC Field Scanner Season 4 Range 10 Column 5,2588,6000000997,6000000024,6/5/17 5:00,0,6000000270
6001957514,6000005647,MAC Field Scanner Season 4 Range 10 Column 6,2588,6000000727,6000000024,6/5/17 5:00,0,6000000270
6001957515,6000005644,MAC Field Scanner Season 4 Range 10 Column 7,2588,6000000749,6000000024,6/5/17 5:00,0,6000000270
6001957516,6000005641,MAC Field Scanner Season 4 Range 10 Column 8,2588,6000000984,6000000024,6/5/17 5:00,0,6000000270
6001957517,6000005638,MAC Field Scanner Season 4 Range 10 Column 9,2588,6000001007,6000000024,6/5/17 5:00,0,6000000270
6001957518,6000005635,MAC Field Scanner Season 4 Range 10 Column 10,2588,6000000686,6000000024,6/5/17 5:00,0,6000000270
6001957519,6000005632,MAC Field Scanner Season 4 Range 10 Column 11,2588,6000000731,6000000024,6/5/17 5:00,0,6000000270
6001957520,6000005629,MAC Field Scanner Season 4 Range 10 Column 12,2588,6000000575,6000000024,6/5/17 5:00,0,6000000270
6001957521,6000005626,MAC Field Scanner Season 4 Range 10 Column 13,2588,6000001004,6000000024,6/5/17 5:00,0,6000000270
6001957522,6000005623,MAC Field Scanner Season 4 Range 10 Column 14,2588,6000000737,6000000024,6/5/17 5:00,0,6000000270
6001957523,6000005620,MAC Field Scanner Season 4 Range 10 Column 15,2588,6000000460,6000000024,6/5/17 5:00,0,6000000270
6001957524,6000005664,MAC Field Scanner Season 4 Range 11 Column 2,2588,6000000970,6000000024,6/5/17 5:00,0,6000000270
6001957525,6000005667,MAC Field Scanner Season 4 Range 11 Column 3,2588,6000001022,6000000024,6/5/17 5:00,0,6000000270
6001957526,6000005670,MAC Field Scanner Season 4 Range 11 Column 4,2588,6000000728,6000000024,6/5/17 5:00,0,6000000270
6001957527,6000005673,MAC Field Scanner Season 4 Range 11 Column 5,2588,6000000730,6000000024,6/5/17 5:00,0,6000000270
6001957528,6000005676,MAC Field Scanner Season 4 Range 11 Column 6,2588,6000000231,6000000024,6/5/17 5:00,0,6000000270
6001957529,6000005679,MAC Field Scanner Season 4 Range 11 Column 7,2588,6000001025,6000000024,6/5/17 5:00,0,6000000270
6001957530,6000005682,MAC Field Scanner Season 4 Range 11 Column 8,2588,6000001057,6000000024,6/5/17 5:00,0,6000000270
6001957531,6000005685,MAC Field Scanner Season 4 Range 11 Column 9,2588,6000000860,6000000024,6/5/17 5:00,0,6000000270
6001957532,6000005688,MAC Field Scanner Season 4 Range 11 Column 10,2588,6000000874,6000000024,6/5/17 5:00,0,6000000270
6001957533,6000005691,MAC Field Scanner Season 4 Range 11 Column 11,2588,6000000863,6000000024,6/5/17 5:00,0,6000000270
6001957534,6000005694,MAC Field Scanner Season 4 Range 11 Column 12,2588,6000001028,6000000024,6/5/17 5:00,0,6000000270
6001957535,6000005697,MAC Field Scanner Season 4 Range 11 Column 13,2588,6000000868,6000000024,6/5/17 5:00,0,6000000270
6001957536,6000005700,MAC Field Scanner Season 4 Range 11 Column 14,2588,6000000869,6000000024,6/5/17 5:00,0,6000000270
6001957537,6000005703,MAC Field Scanner Season 4 Range 11 Column 15,2588,6000000871,6000000024,6/5/17 5:00,0,6000000270
6001957538,6000005744,MAC Field Scanner Season 4 Range 12 Column 2,2588,6000000865,6000000024,6/5/17 5:00,0,6000000270
6001957539,6000005741,MAC Field Scanner Season 4 Range 12 Column 3,2588,6000000747,6000000024,6/5/17 5:00,0,6000000270
6001957540,6000005738,MAC Field Scanner Season 4 Range 12 Column 4,2588,6000001024,6000000024,6/5/17 5:00,0,6000000270
6001957541,6000005735,MAC Field Scanner Season 4 Range 12 Column 5,2588,6000000729,6000000024,6/5/17 5:00,0,6000000270
6001957542,6000005732,MAC Field Scanner Season 4 Range 12 Column 6,2588,6000000741,6000000024,6/5/17 5:00,0,6000000270
6001957543,6000005729,MAC Field Scanner Season 4 Range 12 Column 7,2588,6000000738,6000000024,6/5/17 5:00,0,6000000270
6001957544,6000005726,MAC Field Scanner Season 4 Range 12 Column 8,2588,6000001002,6000000024,6/5/17 5:00,0,6000000270
6001957545,6000005723,MAC Field Scanner Season 4 Range 12 Column 9,2588,6000000235,6000000024,6/5/17 5:00,0,6000000270
6001957546,6000005720,MAC Field Scanner Season 4 Range 12 Column 10,2588,6000000882,6000000024,6/5/17 5:00,0,6000000270
6001957547,6000005717,MAC Field Scanner Season 4 Range 12 Column 11,2588,6000000927,6000000024,6/5/17 5:00,0,6000000270
6001957548,6000005714,MAC Field Scanner Season 4 Range 12 Column 12,2588,6000000999,6000000024,6/5/17 5:00,0,6000000270
6001957549,6000005255,MAC Field Scanner Season 4 Range 12 Column 13,2588,6000000215,6000000024,6/5/17 5:00,0,6000000270
6001957550,6000005711,MAC Field Scanner Season 4 Range 12 Column 14,2588,6000000958,6000000024,6/5/17 5:00,0,6000000270
6001957551,6000005708,MAC Field Scanner Season 4 Range 12 Column 15,2588,6000000216,6000000024,6/5/17 5:00,0,6000000270
6001957552,6000005545,MAC Field Scanner Season 4 Range 13 Column 2,2588,6000000222,6000000024,6/5/17 5:00,0,6000000270
6001957553,6000005440,MAC Field Scanner Season 4 Range 13 Column 3,2588,6000000828,6000000024,6/5/17 5:00,0,6000000270
6001957554,6000005414,MAC Field Scanner Season 4 Range 13 Column 4,2588,6000000914,6000000024,6/5/17 5:00,0,6000000270
6001957555,6000005402,MAC Field Scanner Season 4 Range 13 Column 5,2588,6000000985,6000000024,6/5/17 5:00,0,6000000270
6001957556,6000005686,MAC Field Scanner Season 4 Range 13 Column 6,2588,6000000887,6000000024,6/5/17 5:00,0,6000000270
6001957557,6000005566,MAC Field Scanner Season 4 Range 13 Column 7,2588,6000000811,6000000024,6/5/17 5:00,0,6000000270
6001957558,6000005504,MAC Field Scanner Season 4 Range 13 Column 8,2588,6000000574,6000000024,6/5/17 5:00,0,6000000270
6001957559,6000005487,MAC Field Scanner Season 4 Range 13 Column 9,2588,6000000797,6000000024,6/5/17 5:00,0,6000000270
6001957560,6000005742,MAC Field Scanner Season 4 Range 13 Column 10,2588,6000000689,6000000024,6/5/17 5:00,0,6000000270
6001957561,6000005624,MAC Field Scanner Season 4 Range 13 Column 11,2588,6000000695,6000000024,6/5/17 5:00,0,6000000270
6001957562,6000005466,MAC Field Scanner Season 4 Range 13 Column 12,2588,6000000853,6000000024,6/5/17 5:00,0,6000000270
6001957563,6000005256,MAC Field Scanner Season 4 Range 13 Column 13,2588,6000000896,6000000024,6/5/17 5:00,0,6000000270
6001957564,6000005343,MAC Field Scanner Season 4 Range 13 Column 14,2588,6000000225,6000000024,6/5/17 5:00,0,6000000270
6001957565,6000005425,MAC Field Scanner Season 4 Range 13 Column 15,2588,6000000711,6000000024,6/5/17 5:00,0,6000000270
6001957566,6000005642,MAC Field Scanner Season 4 Range 14 Column 2,2588,6000000819,6000000024,6/5/17 5:00,0,6000000270
6001957567,6000005689,MAC Field Scanner Season 4 Range 14 Column 3,2588,6000000842,6000000024,6/5/17 5:00,0,6000000270
6001957568,6000005455,MAC Field Scanner Season 4 Range 14 Column 4,2588,6000000884,6000000024,6/5/17 5:00,0,6000000270
6001957569,6000005651,MAC Field Scanner Season 4 Range 14 Column 5,2588,6000000888,6000000024,6/5/17 5:00,0,6000000270
6001957570,6000005475,MAC Field Scanner Season 4 Range 14 Column 6,2588,6000000793,6000000024,6/5/17 5:00,0,6000000270
6001957571,6000005399,MAC Field Scanner Season 4 Range 14 Column 7,2588,6000000801,6000000024,6/5/17 5:00,0,6000000270
6001957572,6000005560,MAC Field Scanner Season 4 Range 14 Column 8,2588,6000000841,6000000024,6/5/17 5:00,0,6000000270
6001957573,6000005586,MAC Field Scanner Season 4 Range 14 Column 9,2588,6000000746,6000000024,6/5/17 5:00,0,6000000270
6001957574,6000005554,MAC Field Scanner Season 4 Range 14 Column 10,2588,6000000733,6000000024,6/5/17 5:00,0,6000000270
6001957575,6000005712,MAC Field Scanner Season 4 Range 14 Column 11,2588,6000000966,6000000024,6/5/17 5:00,0,6000000270
6001957576,6000005736,MAC Field Scanner Season 4 Range 14 Column 12,2588,6000001059,6000000024,6/5/17 5:00,0,6000000270
6001957577,6000005376,MAC Field Scanner Season 4 Range 14 Column 13,2588,6000000898,6000000024,6/5/17 5:00,0,6000000270
6001957578,6000005257,MAC Field Scanner Season 4 Range 14 Column 14,2588,6000000712,6000000024,6/5/17 5:00,0,6000000270
6001957579,6000005537,MAC Field Scanner Season 4 Range 14 Column 15,2588,6000001003,6000000024,6/5/17 5:00,0,6000000270
6001957580,6000005718,MAC Field Scanner Season 4 Range 15 Column 2,2588,6000000804,6000000024,6/5/17 5:00,0,6000000270
6001957581,6000005519,MAC Field Scanner Season 4 Range 15 Column 3,2588,6000000960,6000000024,6/5/17 5:00,0,6000000270
6001957582,6000005639,MAC Field Scanner Season 4 Range 15 Column 4,2588,6000000718,6000000024,6/5/17 5:00,0,6000000270
6001957583,6000005472,MAC Field Scanner Season 4 Range 15 Column 5,2588,6000000917,6000000024,6/5/17 5:00,0,6000000270
6001957584,6000005258,MAC Field Scanner Season 4 Range 15 Column 6,2588,6000000214,6000000024,6/5/17 5:00,0,6000000270
6001957585,6000005358,MAC Field Scanner Season 4 Range 15 Column 7,2588,6000000696,6000000024,6/5/17 5:00,0,6000000270
6001957586,6000005446,MAC Field Scanner Season 4 Range 15 Column 8,2588,6000000814,6000000024,6/5/17 5:00,0,6000000270
6001957587,6000005551,MAC Field Scanner Season 4 Range 15 Column 9,2588,6000000558,6000000024,6/5/17 5:00,0,6000000270
6001957588,6000005704,MAC Field Scanner Season 4 Range 15 Column 10,2588,6000001060,6000000024,6/5/17 5:00,0,6000000270
6001957589,6000005411,MAC Field Scanner Season 4 Range 15 Column 11,2588,6000000570,6000000024,6/5/17 5:00,0,6000000270
6001957590,6000005405,MAC Field Scanner Season 4 Range 15 Column 12,2588,6000000701,6000000024,6/5/17 5:00,0,6000000270
6001957591,6000005665,MAC Field Scanner Season 4 Range 15 Column 13,2588,6000000754,6000000024,6/5/17 5:00,0,6000000270
6001957592,6000005616,MAC Field Scanner Season 4 Range 15 Column 14,2588,6000000991,6000000024,6/5/17 5:00,0,6000000270
6001957593,6000005727,MAC Field Scanner Season 4 Range 15 Column 15,2588,6000000228,6000000024,6/5/17 5:00,0,6000000270
6001957594,6000005261,MAC Field Scanner Season 4 Range 16 Column 2,2588,6000000470,6000000024,6/5/17 5:00,0,6000000270
6001957595,6000005260,MAC Field Scanner Season 4 Range 16 Column 3,2588,6000000941,6000000024,6/5/17 5:00,0,6000000270
6001957596,6000005674,MAC Field Scanner Season 4 Range 16 Column 4,2588,6000000880,6000000024,6/5/17 5:00,0,6000000270
6001957597,6000005531,MAC Field Scanner Season 4 Range 16 Column 5,2588,6000000229,6000000024,6/5/17 5:00,0,6000000270
6001957598,6000005379,MAC Field Scanner Season 4 Range 16 Column 6,2588,6000000792,6000000024,6/5/17 5:00,0,6000000270
6001957599,6000005259,MAC Field Scanner Season 4 Range 16 Column 7,2588,6000000468,6000000024,6/5/17 5:00,0,6000000270
6001957600,6000005370,MAC Field Scanner Season 4 Range 16 Column 8,2588,6000000895,6000000024,6/5/17 5:00,0,6000000270
6001957601,6000005417,MAC Field Scanner Season 4 Range 16 Column 9,2588,6000000217,6000000024,6/5/17 5:00,0,6000000270
6001957602,6000005701,MAC Field Scanner Season 4 Range 16 Column 10,2588,6000000940,6000000024,6/5/17 5:00,0,6000000270
6001957603,6000005575,MAC Field Scanner Season 4 Range 16 Column 11,2588,6000000983,6000000024,6/5/17 5:00,0,6000000270
6001957604,6000005443,MAC Field Scanner Season 4 Range 16 Column 12,2588,6000000951,6000000024,6/5/17 5:00,0,6000000270
6001957605,6000005633,MAC Field Scanner Season 4 Range 16 Column 13,2588,6000000465,6000000024,6/5/17 5:00,0,6000000270
6001957606,6000005715,MAC Field Scanner Season 4 Range 16 Column 14,2588,6000000962,6000000024,6/5/17 5:00,0,6000000270
6001957607,6000005598,MAC Field Scanner Season 4 Range 16 Column 15,2588,6000000886,6000000024,6/5/17 5:00,0,6000000270
6001957608,6000005692,MAC Field Scanner Season 4 Range 17 Column 2,2588,6000000790,6000000024,6/5/17 5:00,0,6000000270
6001957609,6000005671,MAC Field Scanner Season 4 Range 17 Column 3,2588,6000000809,6000000024,6/5/17 5:00,0,6000000270
6001957610,6000005458,MAC Field Scanner Season 4 Range 17 Column 4,2588,6000000954,6000000024,6/5/17 5:00,0,6000000270
6001957611,6000005627,MAC Field Scanner Season 4 Range 17 Column 5,2588,6000000565,6000000024,6/5/17 5:00,0,6000000270
6001957612,6000005484,MAC Field Scanner Season 4 Range 17 Column 6,2588,6000000967,6000000024,6/5/17 5:00,0,6000000270
6001957613,6000005393,MAC Field Scanner Season 4 Range 17 Column 7,2588,6000000719,6000000024,6/5/17 5:00,0,6000000270
6001957614,6000005578,MAC Field Scanner Season 4 Range 17 Column 8,2588,6000000915,6000000024,6/5/17 5:00,0,6000000270
6001957615,6000005589,MAC Field Scanner Season 4 Range 17 Column 9,2588,6000000745,6000000024,6/5/17 5:00,0,6000000270
6001957616,6000005645,MAC Field Scanner Season 4 Range 17 Column 10,2588,6000000919,6000000024,6/5/17 5:00,0,6000000270
6001957617,6000005745,MAC Field Scanner Season 4 Range 17 Column 11,2588,6000000732,6000000024,6/5/17 5:00,0,6000000270
6001957618,6000005262,MAC Field Scanner Season 4 Range 17 Column 12,2588,6000000220,6000000024,6/5/17 5:00,0,6000000270
6001957619,6000005340,MAC Field Scanner Season 4 Range 17 Column 13,2588,6000000986,6000000024,6/5/17 5:00,0,6000000270
6001957620,6000005493,MAC Field Scanner Season 4 Range 17 Column 14,2588,6000000688,6000000024,6/5/17 5:00,0,6000000270
6001957621,6000005263,MAC Field Scanner Season 4 Range 17 Column 15,2588,6000000840,6000000024,6/5/17 5:00,0,6000000270
6001957622,6000005431,MAC Field Scanner Season 4 Range 18 Column 2,2588,6000000944,6000000024,6/5/17 5:00,0,6000000270
6001957623,6000005636,MAC Field Scanner Season 4 Range 18 Column 3,2588,6000000735,6000000024,6/5/17 5:00,0,6000000270
6001957624,6000005698,MAC Field Scanner Season 4 Range 18 Column 4,2588,6000000872,6000000024,6/5/17 5:00,0,6000000270
6001957625,6000005364,MAC Field Scanner Season 4 Range 18 Column 5,2588,6000001027,6000000024,6/5/17 5:00,0,6000000270
6001957626,6000005540,MAC Field Scanner Season 4 Range 18 Column 6,2588,6000000739,6000000024,6/5/17 5:00,0,6000000270
6001957627,6000005264,MAC Field Scanner Season 4 Range 18 Column 7,2588,6000000945,6000000024,6/5/17 5:00,0,6000000270
6001957628,6000005721,MAC Field Scanner Season 4 Range 18 Column 8,2588,6000000464,6000000024,6/5/17 5:00,0,6000000270
